#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
2186365	854441	851724	34656	32200	YOR267C	YDR146C	HRK1	SWI5	putative serine/threonine protein kinase HRK1	DNA-binding transcription factor SWI5|L000002253	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1267	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hrk1 - swi5 [SGA score = -0.1267, P-value = 1.153E-8]	-	BIOGRID
418109	854540	852943	34743	33297	YOR358W	YGR052W	HAP5	FMP48	L000003021	protein kinase FMP48	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1248	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
418125	854540	853522	34743	33816	YOR358W	YJR059W	HAP5	PTK2	L000003021	STK2|protein kinase PTK2|L000003492	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.238	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
540528	854540	852695	34743	33074	YOR358W	YGL180W	HAP5	ATG1	L000003021	APG1|AUT3|CVT10|serine/threonine protein kinase ATG1|L000003955|S000028502|L000004761	Positive Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	2.072492	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).|An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
542172	854540	853522	34743	33816	YOR358W	YJR059W	HAP5	PTK2	L000003021	STK2|protein kinase PTK2|L000003492	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-2.957748	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).|An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
2187848	854540	853522	34743	33816	YOR358W	YJR059W	HAP5	PTK2	L000003021	STK2|protein kinase PTK2|L000003492	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.4023	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hap5 - ptk2 [SGA score = -0.4023, P-value = 4.763E-69]	-	BIOGRID
81883	856076	855522	36147	35635	YPL031C	YNL199C	PHO85	GCR2	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	L000000691	Synthetic Lethality	genetic	Huang D (2002)	12077337	559292	559292	Low Throughput	-	-	inviable	-	-	BIOGRID
144694	856076	850594	36147	31191	YPL031C	YFR034C	PHO85	PHO4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	phosphate-sensing transcription factor PHO4|phoD|L000001420	Reconstituted Complex	physical	Byrne M (2004)	14659740	559292	559292	Low Throughput	-	-	-	Pho80-Pho85 cyclin-dependent kinase	-	BIOGRID
151405	856076	850594	36147	31191	YPL031C	YFR034C	PHO85	PHO4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	phosphate-sensing transcription factor PHO4|phoD|L000001420	Biochemical Activity	physical	Wu JS (2002)	12174300	559292	559292	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
151406	856076	856709	36147	36723	YPL031C	YEL009C	PHO85	GCN4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Biochemical Activity	physical	Shemer R (2002)	12101234	559292	559292	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
151408	856076	856709	36147	36723	YPL031C	YEL009C	PHO85	GCN4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Biochemical Activity	physical	Meimoun A (2000)	10712509	559292	559292	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
151409	856076	851724	36147	32200	YPL031C	YDR146C	PHO85	SWI5	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	DNA-binding transcription factor SWI5|L000002253	Biochemical Activity	physical	Measday V (2000)	10692159	559292	559292	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
151413	856076	850594	36147	31191	YPL031C	YFR034C	PHO85	PHO4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	phosphate-sensing transcription factor PHO4|phoD|L000001420	Biochemical Activity	physical	Huang D (1998)	9584169	559292	559292	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
151414	856076	850594	36147	31191	YPL031C	YFR034C	PHO85	PHO4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	phosphate-sensing transcription factor PHO4|phoD|L000001420	Biochemical Activity	physical	Huang D (1999)	10588725	559292	559292	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
151415	856076	850594	36147	31191	YPL031C	YFR034C	PHO85	PHO4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	phosphate-sensing transcription factor PHO4|phoD|L000001420	Biochemical Activity	physical	O'Neill EM (1996)	8539622	559292	559292	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
151416	856076	850594	36147	31191	YPL031C	YFR034C	PHO85	PHO4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	phosphate-sensing transcription factor PHO4|phoD|L000001420	Biochemical Activity	physical	Kaffman A (1994)	8108735	559292	559292	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
151417	856076	850594	36147	31191	YPL031C	YFR034C	PHO85	PHO4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	phosphate-sensing transcription factor PHO4|phoD|L000001420	Biochemical Activity	physical	Measday V (1994)	7973731	559292	559292	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
151745	856076	853650	36147	33937	YPL031C	YKL185W	PHO85	ASH1	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	DNA-binding transcription repressor ASH1|L000003058	Biochemical Activity	physical	McBride HJ (2001)	11703659	559292	559292	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
151767	856076	850594	36147	31191	YPL031C	YFR034C	PHO85	PHO4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	phosphate-sensing transcription factor PHO4|phoD|L000001420	Biochemical Activity	physical	Byrne M (2004)	14659740	559292	559292	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
151771	856076	850594	36147	31191	YPL031C	YFR034C	PHO85	PHO4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	phosphate-sensing transcription factor PHO4|phoD|L000001420	Biochemical Activity	physical	Jeffery DA (2001)	11237614	559292	559292	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
153993	856076	851724	36147	32200	YPL031C	YDR146C	PHO85	SWI5	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	DNA-binding transcription factor SWI5|L000002253	Dosage Lethality	genetic	Measday V (2000)	10692159	559292	559292	Low Throughput	-	-	inviable	-	-	BIOGRID
158472	856076	851724	36147	32200	YPL031C	YDR146C	PHO85	SWI5	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	DNA-binding transcription factor SWI5|L000002253	Synthetic Lethality	genetic	Aerne BL (1998)	9529390	559292	559292	Low Throughput	-	-	inviable	-	-	BIOGRID
161736	856076	850594	36147	31191	YPL031C	YFR034C	PHO85	PHO4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	phosphate-sensing transcription factor PHO4|phoD|L000001420	Phenotypic Suppression	genetic	Wickert S (1998)	9537389	559292	559292	Low Throughput	-	-	resistance to chemicals:partial rescue	-	-	BIOGRID
195866	856076	850594	36147	31191	YPL031C	YFR034C	PHO85	PHO4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	phosphate-sensing transcription factor PHO4|phoD|L000001420	Biochemical Activity	physical	Dephoure N (2005)	16330754	559292	559292	Low Throughput	-	No Modification	-	-	-	BIOGRID
253135	856076	850594	36147	31191	YPL031C	YFR034C	PHO85	PHO4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	phosphate-sensing transcription factor PHO4|phoD|L000001420	Synthetic Rescue	genetic	Popova IuG (2000)	11190469	559292	559292	Low Throughput	-	-	utilization of nitrogen source:wild type	-	-	BIOGRID
260551	856076	850594	36147	31191	YPL031C	YFR034C	PHO85	PHO4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	phosphate-sensing transcription factor PHO4|phoD|L000001420	Biochemical Activity	physical	Wilson WA (1999)	10490639	559292	559292	Low Throughput	-	Phosphorylation	-	Pho85 activity towards Gsy2 requires cyclin Pcl10	-	BIOGRID
268337	856076	850594	36147	31191	YPL031C	YFR034C	PHO85	PHO4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	phosphate-sensing transcription factor PHO4|phoD|L000001420	Biochemical Activity	physical	Lee YS (2008)	18059263	559292	559292	Low Throughput	-	Phosphorylation	-	Pho80-Pho85-Pho81 complex	-	BIOGRID
298298	856076	850594	36147	31191	YPL031C	YFR034C	PHO85	PHO4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	phosphate-sensing transcription factor PHO4|phoD|L000001420	Phenotypic Suppression	genetic	Nishizawa M (2008)	18408055	559292	559292	Low Throughput	-	-	cellular processes:partial rescue	-	-	BIOGRID
330047	856076	856709	36147	36723	YPL031C	YEL009C	PHO85	GCN4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Biochemical Activity	physical	Aviram S (2008)	18794371	559292	559292	Low Throughput	-	Phosphorylation	-	The in vitro phosphorylation assay included Pcl5.	-	BIOGRID
341650	856076	851542	36147	32035	YPL031C	YDL020C	PHO85	RPN4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	SON1|UFD5|stress-regulated transcription factor RPN4|L000001984	Synthetic Growth Defect	genetic	Dixon SJ (2008)	18931302	559292	559292	High Throughput	-	-	vegetative growth	EMAP	-	BIOGRID
350220	856076	855704	36147	35799	YPL031C	YNL027W	PHO85	CRZ1	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	HAL8|TCN1|DNA-binding transcription factor CRZ1|L000004202	Dosage Lethality	genetic	Sopko R (2006)	16455487	559292	559292	High Throughput	-	-	inviable	Overexpression is lethal in a PHO85 deletion background	-	BIOGRID
350224	856076	856709	36147	36723	YPL031C	YEL009C	PHO85	GCN4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Dosage Lethality	genetic	Sopko R (2006)	16455487	559292	559292	High Throughput	-	-	inviable	Overexpression is lethal in a PHO85 deletion background	-	BIOGRID
350239	856076	850594	36147	31191	YPL031C	YFR034C	PHO85	PHO4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	phosphate-sensing transcription factor PHO4|phoD|L000001420	Dosage Lethality	genetic	Sopko R (2006)	16455487	559292	559292	High Throughput	-	-	inviable	Overexpression is lethal in a PHO85 deletion background	-	BIOGRID
